idstatefrom,idaction,idstateto,probability,reward
0,52,51,0.8207090403471663,-157.01000000000005
0,53,51,0.17929095965283365,-155.51000000000002
0,53,52,0.8207090403471663,-159.53
0,54,52,0.17929095965283365,-158.03000000000003
0,54,53,0.8207090403471663,-162.05
0,55,53,0.17929095965283365,-160.55000000000004
0,55,54,0.8207090403471663,-164.57000000000002
0,56,54,0.17929095965283365,-163.07000000000002
0,56,55,0.8207090403471663,-167.09
0,57,55,0.17929095965283365,-165.59000000000003
0,57,56,0.8207090403471663,-169.61
0,58,56,0.17929095965283365,-168.11000000000004
0,58,57,0.8207090403471663,-172.13000000000002
0,59,57,0.17929095965283365,-170.63000000000005
0,59,58,0.8207090403471663,-174.65000000000003
0,60,58,0.17929095965283365,-173.15000000000003
0,60,59,0.8207090403471663,-177.17000000000002
0,61,59,0.17929095965283365,-175.67000000000004
0,61,60,0.8207090403471663,-179.69
0,62,60,0.17929095965283365,-178.19000000000005
0,62,61,0.8207090403471663,-182.21000000000004
0,63,61,0.17929095965283365,-180.71000000000004
0,63,62,0.8207090403471663,-184.73000000000002
0,64,62,0.17929095965283365,-183.23000000000005
0,64,63,0.8207090403471663,-187.25
0,65,63,0.17929095965283365,-185.75000000000006
0,65,64,0.8207090403471663,-189.77
0,66,64,0.17929095965283365,-188.27
0,66,65,0.8207090403471663,-192.28999999999996
0,67,65,0.17929095965283365,-190.79000000000002
0,67,66,0.8207090403471663,-194.81
0,68,66,0.17929095965283365,-193.31000000000003
0,68,67,0.8207090403471663,-197.32999999999998
0,69,67,0.17929095965283365,-195.83
0,69,68,0.8207090403471663,-199.85
0,70,68,0.17929095965283365,-198.35000000000002
0,70,69,0.8207090403471663,-202.37
0,71,69,0.17929095965283365,-200.87000000000003
0,71,70,0.8207090403471663,-204.89000000000001
0,72,70,0.17929095965283365,-203.39000000000001
0,72,71,0.8207090403471663,-207.41000000000005
0,73,71,0.17929095965283365,-205.91000000000003
0,73,72,0.8207090403471663,-209.93
0,74,72,0.17929095965283365,-208.43000000000004
0,74,73,0.8207090403471663,-212.45000000000002
0,75,73,0.17929095965283365,-210.95000000000005
0,75,74,0.8207090403471663,-214.97000000000003
0,76,74,0.17929095965283365,-213.47000000000003
0,76,75,0.8207090403471663,-217.49
0,77,75,0.17929095965283365,-215.99000000000004
0,77,76,0.8207090403471663,-220.01000000000002
0,78,76,0.17929095965283365,-218.51000000000005
0,78,77,0.8207090403471663,-222.53000000000003
0,79,77,0.17929095965283365,-221.03
0,79,78,0.8207090403471663,-225.05000000000004
0,80,78,0.17929095965283365,-223.55
0,80,79,0.8207090403471663,-227.57000000000002
0,81,79,0.17929095965283365,-226.07000000000002
0,81,80,0.8207090403471663,-230.09000000000006
0,82,80,0.17929095965283365,-228.59000000000003
0,82,81,0.8207090403471663,-232.61
0,83,81,0.17929095965283365,-231.11000000000004
0,83,82,0.8207090403471663,-235.13000000000002
0,84,82,0.17929095965283365,-233.63000000000005
0,84,83,0.8207090403471663,-237.65000000000003
0,85,83,0.17929095965283365,-236.15000000000003
0,85,84,0.8207090403471663,-240.17000000000002
0,86,84,0.17929095965283365,-238.67000000000004
0,86,85,0.8207090403471663,-242.69000000000003
0,87,85,0.17929095965283365,-241.19000000000005
0,87,86,0.8207090403471663,-245.21000000000004
0,88,86,0.17929095965283365,-243.71000000000006
0,88,87,0.8207090403471663,-247.73
0,89,87,0.17929095965283365,-246.23000000000008
0,89,88,0.8207090403471663,-250.25
0,90,88,0.17929095965283365,-248.75000000000003
0,90,89,0.8207090403471663,-252.77
0,91,89,0.17929095965283365,-251.27000000000004
0,91,90,0.8207090403471663,-255.29000000000002
0,92,90,0.17929095965283365,-253.78999999999996
0,92,91,0.8207090403471663,-257.81
0,93,91,0.17929095965283365,-256.31
0,93,92,0.8207090403471663,-260.33
0,94,92,0.17929095965283365,-258.83
0,94,93,0.8207090403471663,-262.85
0,95,93,0.17929095965283365,-261.35
0,95,94,0.8207090403471663,-265.37
0,96,94,0.17929095965283365,-263.87
0,96,95,0.8207090403471663,-267.89000000000004
0,97,95,0.17929095965283365,-266.39000000000004
0,97,96,0.8207090403471663,-270.41
0,98,96,0.17929095965283365,-268.90999999999997
0,98,97,0.8207090403471663,-272.93
0,99,97,0.17929095965283365,-271.43
0,99,98,0.8207090403471663,-275.45
0,100,98,0.17929095965283365,-273.95
0,100,99,0.8207090403471663,-277.97
1,0,0,1,3.99
1,1,0,0.17929095965283365,-24.499999999999996
1,1,1,0.8207090403471663,-28.519999999999996
1,2,1,0.17929095965283365,-27.020000000000003
1,2,2,0.8207090403471663,-31.039999999999996
1,3,2,0.17929095965283365,-29.54
1,3,3,0.8207090403471663,-33.56
1,4,3,0.17929095965283365,-32.06
1,4,4,0.8207090403471663,-36.08
1,5,4,0.17929095965283365,-34.57999999999999
1,5,5,0.8207090403471663,-38.599999999999994
1,6,5,0.17929095965283365,-37.1
1,6,6,0.8207090403471663,-41.11999999999999
1,7,6,0.17929095965283365,-39.62
1,7,7,0.8207090403471663,-43.64000000000001
1,8,7,0.17929095965283365,-42.13999999999999
1,8,8,0.8207090403471663,-46.16
1,9,8,0.17929095965283365,-44.660000000000004
1,9,9,0.8207090403471663,-48.68000000000001
1,10,9,0.17929095965283365,-47.18
1,10,10,0.8207090403471663,-51.199999999999996
1,11,10,0.17929095965283365,-49.69999999999999
1,11,11,0.8207090403471663,-53.71999999999999
1,12,11,0.17929095965283365,-52.22
1,12,12,0.8207090403471663,-56.24000000000001
1,13,12,0.17929095965283365,-54.739999999999995
1,13,13,0.8207090403471663,-58.76
1,14,13,0.17929095965283365,-57.259999999999984
1,14,14,0.8207090403471663,-61.279999999999994
1,15,14,0.17929095965283365,-59.779999999999994
1,15,15,0.8207090403471663,-63.800000000000004
1,16,15,0.17929095965283365,-62.3
1,16,16,0.8207090403471663,-66.32000000000001
1,17,16,0.17929095965283365,-64.82000000000001
1,17,17,0.8207090403471663,-68.84000000000002
1,18,17,0.17929095965283365,-67.34
1,18,18,0.8207090403471663,-71.36000000000001
1,19,18,0.17929095965283365,-69.86
1,19,19,0.8207090403471663,-73.88
1,20,19,0.17929095965283365,-72.38
1,20,20,0.8207090403471663,-76.4
1,21,20,0.17929095965283365,-74.89999999999999
1,21,21,0.8207090403471663,-78.92
1,22,21,0.17929095965283365,-77.41999999999999
1,22,22,0.8207090403471663,-81.44
1,23,22,0.17929095965283365,-79.94
1,23,23,0.8207090403471663,-83.96000000000001
1,24,23,0.17929095965283365,-82.46
1,24,24,0.8207090403471663,-86.48
1,25,24,0.17929095965283365,-84.98
1,25,25,0.8207090403471663,-89.00000000000001
1,26,25,0.17929095965283365,-87.5
1,26,26,0.8207090403471663,-91.52000000000001
1,27,26,0.17929095965283365,-90.01999999999998
1,27,27,0.8207090403471663,-94.04
1,28,27,0.17929095965283365,-92.53999999999999
1,28,28,0.8207090403471663,-96.55999999999999
1,29,28,0.17929095965283365,-95.06
1,29,29,0.8207090403471663,-99.08
1,30,29,0.17929095965283365,-97.58
1,30,30,0.8207090403471663,-101.60000000000001
1,31,30,0.17929095965283365,-100.10000000000001
1,31,31,0.8207090403471663,-104.12000000000003
1,32,31,0.17929095965283365,-102.62000000000002
1,32,32,0.8207090403471663,-106.64
1,33,32,0.17929095965283365,-105.13999999999999
1,33,33,0.8207090403471663,-109.16
1,34,33,0.17929095965283365,-107.66
1,34,34,0.8207090403471663,-111.68
1,35,34,0.17929095965283365,-110.18
1,35,35,0.8207090403471663,-114.2
1,36,35,0.17929095965283365,-112.7
1,36,36,0.8207090403471663,-116.72000000000001
1,37,36,0.17929095965283365,-115.22
1,37,37,0.8207090403471663,-119.24000000000001
1,38,37,0.17929095965283365,-117.74
1,38,38,0.8207090403471663,-121.75999999999999
1,39,38,0.17929095965283365,-120.25999999999999
1,39,39,0.8207090403471663,-124.28
1,40,39,0.17929095965283365,-122.78
1,40,40,0.8207090403471663,-126.80000000000001
1,41,40,0.17929095965283365,-125.30000000000001
1,41,41,0.8207090403471663,-129.32
1,42,41,0.17929095965283365,-127.82000000000002
1,42,42,0.8207090403471663,-131.84
1,43,42,0.17929095965283365,-130.34
1,43,43,0.8207090403471663,-134.35999999999999
1,44,43,0.17929095965283365,-132.86
1,44,44,0.8207090403471663,-136.88
1,45,44,0.17929095965283365,-135.38000000000002
1,45,45,0.8207090403471663,-139.4
1,46,45,0.17929095965283365,-137.9
1,46,46,0.8207090403471663,-141.92
1,47,46,0.17929095965283365,-140.42000000000002
1,47,47,0.8207090403471663,-144.44
1,48,47,0.17929095965283365,-142.94000000000003
1,48,48,0.8207090403471663,-146.96
1,49,48,0.17929095965283365,-145.46
1,49,49,0.8207090403471663,-149.48
1,50,49,0.17929095965283365,-147.98000000000002
1,50,50,0.8207090403471663,-152
1,51,50,0.17929095965283365,-150.50000000000003
1,51,51,0.8207090403471663,-154.52
1,52,51,0.17929095965283365,-153.02000000000004
1,52,52,0.8207090403471663,-157.04000000000002
1,53,52,0.17929095965283365,-155.54000000000002
1,53,53,0.8207090403471663,-159.56000000000003
1,54,53,0.17929095965283365,-158.06000000000003
1,54,54,0.8207090403471663,-162.08
1,55,54,0.17929095965283365,-160.58000000000004
1,55,55,0.8207090403471663,-164.60000000000005
1,56,55,0.17929095965283365,-163.10000000000002
1,56,56,0.8207090403471663,-167.12
1,57,56,0.17929095965283365,-165.62000000000003
1,57,57,0.8207090403471663,-169.64000000000001
1,58,57,0.17929095965283365,-168.14000000000004
1,58,58,0.8207090403471663,-172.16000000000003
1,59,58,0.17929095965283365,-170.66000000000005
1,59,59,0.8207090403471663,-174.68000000000004
1,60,59,0.17929095965283365,-173.18000000000004
1,60,60,0.8207090403471663,-177.20000000000002
1,61,60,0.17929095965283365,-175.70000000000005
1,61,61,0.8207090403471663,-179.72000000000003
1,62,61,0.17929095965283365,-178.22000000000006
1,62,62,0.8207090403471663,-182.24000000000004
1,63,62,0.17929095965283365,-180.74000000000004
1,63,63,0.8207090403471663,-184.76
1,64,63,0.17929095965283365,-183.26000000000002
1,64,64,0.8207090403471663,-187.28
1,65,64,0.17929095965283365,-185.78000000000003
1,65,65,0.8207090403471663,-189.8
1,66,65,0.17929095965283365,-188.30000000000004
1,66,66,0.8207090403471663,-192.32
1,67,66,0.17929095965283365,-190.82000000000002
1,67,67,0.8207090403471663,-194.84
1,68,67,0.17929095965283365,-193.34000000000003
1,68,68,0.8207090403471663,-197.36
1,69,68,0.17929095965283365,-195.86
1,69,69,0.8207090403471663,-199.87999999999997
1,70,69,0.17929095965283365,-198.38000000000002
1,70,70,0.8207090403471663,-202.4
1,71,70,0.17929095965283365,-200.90000000000003
1,71,71,0.8207090403471663,-204.92
1,72,71,0.17929095965283365,-203.42000000000004
1,72,72,0.8207090403471663,-207.44000000000003
1,73,72,0.17929095965283365,-205.94
1,73,73,0.8207090403471663,-209.96000000000004
1,74,73,0.17929095965283365,-208.46
1,74,74,0.8207090403471663,-212.48000000000002
1,75,74,0.17929095965283365,-210.98000000000002
1,75,75,0.8207090403471663,-215.00000000000006
1,76,75,0.17929095965283365,-213.50000000000003
1,76,76,0.8207090403471663,-217.52
1,77,76,0.17929095965283365,-216.02000000000004
1,77,77,0.8207090403471663,-220.04000000000002
1,78,77,0.17929095965283365,-218.54000000000005
1,78,78,0.8207090403471663,-222.56000000000003
1,79,78,0.17929095965283365,-221.06000000000003
1,79,79,0.8207090403471663,-225.08
1,80,79,0.17929095965283365,-223.58000000000004
1,80,80,0.8207090403471663,-227.60000000000002
1,81,80,0.17929095965283365,-226.10000000000005
1,81,81,0.8207090403471663,-230.12000000000003
1,82,81,0.17929095965283365,-228.62
1,82,82,0.8207090403471663,-232.64
1,83,82,0.17929095965283365,-231.14000000000007
1,83,83,0.8207090403471663,-235.16000000000003
1,84,83,0.17929095965283365,-233.66000000000008
1,84,84,0.8207090403471663,-237.68
1,85,84,0.17929095965283365,-236.18000000000004
1,85,85,0.8207090403471663,-240.20000000000002
1,86,85,0.17929095965283365,-238.70000000000005
1,86,86,0.8207090403471663,-242.72000000000003
1,87,86,0.17929095965283365,-241.22000000000006
1,87,87,0.8207090403471663,-245.24000000000004
1,88,87,0.17929095965283365,-243.74000000000004
1,88,88,0.8207090403471663,-247.76
1,89,88,0.17929095965283365,-246.26000000000005
1,89,89,0.8207090403471663,-250.27999999999997
1,90,89,0.17929095965283365,-248.78000000000006
1,90,90,0.8207090403471663,-252.8
1,91,90,0.17929095965283365,-251.30000000000007
1,91,91,0.8207090403471663,-255.32
1,92,91,0.17929095965283365,-253.82
1,92,92,0.8207090403471663,-257.84
1,93,92,0.17929095965283365,-256.34000000000003
1,93,93,0.8207090403471663,-260.36
1,94,93,0.17929095965283365,-258.86
1,94,94,0.8207090403471663,-262.88
1,95,94,0.17929095965283365,-261.38
1,95,95,0.8207090403471663,-265.40000000000003
1,96,95,0.17929095965283365,-263.90000000000003
1,96,96,0.8207090403471663,-267.92
1,97,96,0.17929095965283365,-266.42
1,97,97,0.8207090403471663,-270.44000000000005
1,98,97,0.17929095965283365,-268.94
1,98,98,0.8207090403471663,-272.96
1,99,98,0.17929095965283365,-271.46
1,99,99,0.8207090403471663,-275.48
1,100,99,0.17929095965283365,-273.98
1,100,100,0.8207090403471663,-278
2,0,0,0.17929095965283365,7.98
2,0,1,0.8207090403471663,3.9600000000000004
2,1,1,0.17929095965283365,-24.53
2,1,2,0.8207090403471663,-28.549999999999997
2,2,2,0.17929095965283365,-27.05
2,2,3,0.8207090403471663,-31.069999999999997
2,3,3,0.17929095965283365,-29.569999999999997
2,3,4,0.8207090403471663,-33.589999999999996
2,4,4,0.17929095965283365,-32.09
2,4,5,0.8207090403471663,-36.11
2,5,5,0.17929095965283365,-34.60999999999999
2,5,6,0.8207090403471663,-38.629999999999995
2,6,6,0.17929095965283365,-37.13
2,6,7,0.8207090403471663,-41.15
2,7,7,0.17929095965283365,-39.65
2,7,8,0.8207090403471663,-43.67
2,8,8,0.17929095965283365,-42.169999999999995
2,8,9,0.8207090403471663,-46.19
2,9,9,0.17929095965283365,-44.690000000000005
2,9,10,0.8207090403471663,-48.71
2,10,10,0.17929095965283365,-47.209999999999994
2,10,11,0.8207090403471663,-51.23
2,11,11,0.17929095965283365,-49.72999999999999
2,11,12,0.8207090403471663,-53.74999999999999
2,12,12,0.17929095965283365,-52.25
2,12,13,0.8207090403471663,-56.27
2,13,13,0.17929095965283365,-54.77
2,13,14,0.8207090403471663,-58.79
2,14,14,0.17929095965283365,-57.28999999999999
2,14,15,0.8207090403471663,-61.30999999999999
2,15,15,0.17929095965283365,-59.81
2,15,16,0.8207090403471663,-63.83
2,16,16,0.17929095965283365,-62.32999999999999
2,16,17,0.8207090403471663,-66.35000000000001
2,17,17,0.17929095965283365,-64.85000000000001
2,17,18,0.8207090403471663,-68.87000000000002
2,18,18,0.17929095965283365,-67.37
2,18,19,0.8207090403471663,-71.39
2,19,19,0.17929095965283365,-69.88999999999999
2,19,20,0.8207090403471663,-73.91
2,20,20,0.17929095965283365,-72.41
2,20,21,0.8207090403471663,-76.43
2,21,21,0.17929095965283365,-74.92999999999999
2,21,22,0.8207090403471663,-78.95
2,22,22,0.17929095965283365,-77.44999999999999
2,22,23,0.8207090403471663,-81.47000000000001
2,23,23,0.17929095965283365,-79.97
2,23,24,0.8207090403471663,-83.99000000000002
2,24,24,0.17929095965283365,-82.49
2,24,25,0.8207090403471663,-86.51
2,25,25,0.17929095965283365,-85.01
2,25,26,0.8207090403471663,-89.03000000000002
2,26,26,0.17929095965283365,-87.53
2,26,27,0.8207090403471663,-91.55000000000001
2,27,27,0.17929095965283365,-90.05
2,27,28,0.8207090403471663,-94.07000000000001
2,28,28,0.17929095965283365,-92.57
2,28,29,0.8207090403471663,-96.59
2,29,29,0.17929095965283365,-95.09
2,29,30,0.8207090403471663,-99.11000000000001
2,30,30,0.17929095965283365,-97.61000000000001
2,30,31,0.8207090403471663,-101.63000000000001
2,31,31,0.17929095965283365,-100.13000000000001
2,31,32,0.8207090403471663,-104.15
2,32,32,0.17929095965283365,-102.64999999999999
2,32,33,0.8207090403471663,-106.67000000000002
2,33,33,0.17929095965283365,-105.17
2,33,34,0.8207090403471663,-109.19
2,34,34,0.17929095965283365,-107.69
2,34,35,0.8207090403471663,-111.71000000000001
2,35,35,0.17929095965283365,-110.21
2,35,36,0.8207090403471663,-114.23
2,36,36,0.17929095965283365,-112.73
2,36,37,0.8207090403471663,-116.75000000000001
2,37,37,0.17929095965283365,-115.24999999999999
2,37,38,0.8207090403471663,-119.27000000000001
2,38,38,0.17929095965283365,-117.77
2,38,39,0.8207090403471663,-121.79
2,39,39,0.17929095965283365,-120.29
2,39,40,0.8207090403471663,-124.31000000000002
2,40,40,0.17929095965283365,-122.81
2,40,41,0.8207090403471663,-126.83000000000001
2,41,41,0.17929095965283365,-125.33000000000001
2,41,42,0.8207090403471663,-129.35
2,42,42,0.17929095965283365,-127.85000000000002
2,42,43,0.8207090403471663,-131.87
2,43,43,0.17929095965283365,-130.37
2,43,44,0.8207090403471663,-134.39
2,44,44,0.17929095965283365,-132.89000000000001
2,44,45,0.8207090403471663,-136.91
2,45,45,0.17929095965283365,-135.41000000000003
2,45,46,0.8207090403471663,-139.43
2,46,46,0.17929095965283365,-137.93
2,46,47,0.8207090403471663,-141.95
2,47,47,0.17929095965283365,-140.45000000000002
2,47,48,0.8207090403471663,-144.47
2,48,48,0.17929095965283365,-142.97000000000003
2,48,49,0.8207090403471663,-146.99
2,49,49,0.17929095965283365,-145.49
2,49,50,0.8207090403471663,-149.51
2,50,50,0.17929095965283365,-148.01000000000002
2,50,51,0.8207090403471663,-152.03
2,51,51,0.17929095965283365,-150.53000000000003
2,51,52,0.8207090403471663,-154.55
2,52,52,0.17929095965283365,-153.05000000000004
2,52,53,0.8207090403471663,-157.07000000000002
2,53,53,0.17929095965283365,-155.57000000000002
2,53,54,0.8207090403471663,-159.59
2,54,54,0.17929095965283365,-158.09000000000003
2,54,55,0.8207090403471663,-162.11
2,55,55,0.17929095965283365,-160.61000000000004
2,55,56,0.8207090403471663,-164.63000000000002
2,56,56,0.17929095965283365,-163.13000000000002
2,56,57,0.8207090403471663,-167.15000000000003
2,57,57,0.17929095965283365,-165.65000000000003
2,57,58,0.8207090403471663,-169.67000000000002
2,58,58,0.17929095965283365,-168.17000000000004
2,58,59,0.8207090403471663,-172.19
2,59,59,0.17929095965283365,-170.69000000000005
2,59,60,0.8207090403471663,-174.71000000000004
2,60,60,0.17929095965283365,-173.21000000000004
2,60,61,0.8207090403471663,-177.23000000000002
2,61,61,0.17929095965283365,-175.73000000000005
2,61,62,0.8207090403471663,-179.75000000000003
2,62,62,0.17929095965283365,-178.25000000000006
2,62,63,0.8207090403471663,-182.27
2,63,63,0.17929095965283365,-180.77
2,63,64,0.8207090403471663,-184.78999999999996
2,64,64,0.17929095965283365,-183.29000000000002
2,64,65,0.8207090403471663,-187.31
2,65,65,0.17929095965283365,-185.81000000000003
2,65,66,0.8207090403471663,-189.82999999999998
2,66,66,0.17929095965283365,-188.33
2,66,67,0.8207090403471663,-192.35
2,67,67,0.17929095965283365,-190.85
2,67,68,0.8207090403471663,-194.87
2,68,68,0.17929095965283365,-193.37
2,68,69,0.8207090403471663,-197.39000000000001
2,69,69,0.17929095965283365,-195.89000000000001
2,69,70,0.8207090403471663,-199.91
2,70,70,0.17929095965283365,-198.41000000000003
2,70,71,0.8207090403471663,-202.43
2,71,71,0.17929095965283365,-200.93000000000004
2,71,72,0.8207090403471663,-204.95000000000002
2,72,72,0.17929095965283365,-203.45000000000005
2,72,73,0.8207090403471663,-207.47000000000003
2,73,73,0.17929095965283365,-205.97000000000003
2,73,74,0.8207090403471663,-209.99
2,74,74,0.17929095965283365,-208.49000000000004
2,74,75,0.8207090403471663,-212.51000000000002
2,75,75,0.17929095965283365,-211.01000000000005
2,75,76,0.8207090403471663,-215.03000000000003
2,76,76,0.17929095965283365,-213.53
2,76,77,0.8207090403471663,-217.55000000000004
2,77,77,0.17929095965283365,-216.05000000000007
2,77,78,0.8207090403471663,-220.07000000000002
2,78,78,0.17929095965283365,-218.57000000000008
2,78,79,0.8207090403471663,-222.59000000000006
2,79,79,0.17929095965283365,-221.09000000000003
2,79,80,0.8207090403471663,-225.11
2,80,80,0.17929095965283365,-223.61000000000004
2,80,81,0.8207090403471663,-227.63000000000002
2,81,81,0.17929095965283365,-226.13000000000005
2,81,82,0.8207090403471663,-230.15000000000003
2,82,82,0.17929095965283365,-228.65000000000003
2,82,83,0.8207090403471663,-232.67000000000002
2,83,83,0.17929095965283365,-231.17000000000004
2,83,84,0.8207090403471663,-235.19000000000003
2,84,84,0.17929095965283365,-233.69000000000005
2,84,85,0.8207090403471663,-237.71000000000004
2,85,85,0.17929095965283365,-236.21000000000006
2,85,86,0.8207090403471663,-240.23
2,86,86,0.17929095965283365,-238.73000000000008
2,86,87,0.8207090403471663,-242.75000000000003
2,87,87,0.17929095965283365,-241.25000000000009
2,87,88,0.8207090403471663,-245.27
2,88,88,0.17929095965283365,-243.77
2,88,89,0.8207090403471663,-247.79
2,89,89,0.17929095965283365,-246.29000000000002
2,89,90,0.8207090403471663,-250.31
2,90,90,0.17929095965283365,-248.81000000000003
2,90,91,0.8207090403471663,-252.83
2,91,91,0.17929095965283365,-251.33000000000004
2,91,92,0.8207090403471663,-255.35000000000002
2,92,92,0.17929095965283365,-253.85
2,92,93,0.8207090403471663,-257.87
2,93,93,0.17929095965283365,-256.37
2,93,94,0.8207090403471663,-260.39
2,94,94,0.17929095965283365,-258.89
2,94,95,0.8207090403471663,-262.91
2,95,95,0.17929095965283365,-261.41
2,95,96,0.8207090403471663,-265.43
2,96,96,0.17929095965283365,-263.93
2,96,97,0.8207090403471663,-267.95000000000005
2,97,97,0.17929095965283365,-266.45000000000005
2,97,98,0.8207090403471663,-270.47
2,98,98,0.17929095965283365,-268.96999999999997
2,98,99,0.8207090403471663,-272.99
2,99,99,0.17929095965283365,-271.49
2,99,100,0.8207090403471663,-275.51
2,100,100,1,-277.2846290709852
3,0,1,0.17929095965283365,7.95
3,0,2,0.8207090403471663,3.93
3,1,2,0.17929095965283365,-24.56
3,1,3,0.8207090403471663,-28.579999999999995
3,2,3,0.17929095965283365,-27.08
3,2,4,0.8207090403471663,-31.099999999999998
3,3,4,0.17929095965283365,-29.6
3,3,5,0.8207090403471663,-33.62
3,4,5,0.17929095965283365,-32.120000000000005
3,4,6,0.8207090403471663,-36.14
3,5,6,0.17929095965283365,-34.63999999999999
3,5,7,0.8207090403471663,-38.66
3,6,7,0.17929095965283365,-37.160000000000004
3,6,8,0.8207090403471663,-41.18
3,7,8,0.17929095965283365,-39.68
3,7,9,0.8207090403471663,-43.7
3,8,9,0.17929095965283365,-42.199999999999996
3,8,10,0.8207090403471663,-46.21999999999999
3,9,10,0.17929095965283365,-44.72
3,9,11,0.8207090403471663,-48.74000000000001
3,10,11,0.17929095965283365,-47.239999999999995
3,10,12,0.8207090403471663,-51.26
3,11,12,0.17929095965283365,-49.76
3,11,13,0.8207090403471663,-53.779999999999994
3,12,13,0.17929095965283365,-52.28
3,12,14,0.8207090403471663,-56.300000000000004
3,13,14,0.17929095965283365,-54.79999999999999
3,13,15,0.8207090403471663,-58.81999999999999
